date,data_source,channel_group,campaign,source_medium,impressions,clicks,sessions,total_users,new_users,conversions,leads,booked,attended,total_cost,total_revenue,treatment
2025-10-20,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,23.97,1444.82,Veneers
2025-10-21,Google Ads,Paid Search,Nonbrand Search,google / cpc,13010,617,541,430,190,17,17,9,6,2829.56,2734.38,
2025-10-21,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,11405,131,164,141,73,1,1,0,0,632.46,0.0,
2025-10-21,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,23375,336,339,273,163,6,6,4,3,269.27,1138.39,
2025-10-21,Organic Search,Organic Search,Evergreen SEO,google / organic,413,19,245,187,99,14,14,7,5,0.0,2150.58,
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,14.06,162.09,Cleaning
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,43.34,1900.73,Crown
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,5,5,3,2,26.59,592.45,Filling
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,2,50.89,1600.57,Implant Consult
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,16.25,366.64,Ortho Consult
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,23.56,1322.73,Root Canal
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Veneers
2025-10-21,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,23.01,576.9,Whitening
2025-10-22,Google Ads,Paid Search,Nonbrand Search,google / cpc,12030,597,609,389,156,15,15,8,8,1566.93,3949.13,
2025-10-22,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,17375,155,165,109,54,1,1,0,0,716.8,0.0,
2025-10-22,Meta Ads,Paid Social,Awareness Video,instagram / paid,33453,421,416,269,123,6,6,2,1,339.97,455.48,
2025-10-22,Organic Search,Organic Search,Evergreen SEO,google / organic,484,16,230,169,86,4,4,2,1,0.0,429.54,
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,27.26,357.72,Cleaning
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,21.93,1106.58,Crown
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,21.53,335.7,Extraction
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,14.52,238.43,Filling
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,10.49,607.15,Implant Consult
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,14.92,373.34,Ortho Consult
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.02,1212.44,Root Canal
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,16.27,1571.23,Veneers
2025-10-22,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,1,5,5,4,4,86.94,1291.17,Whitening
2025-10-23,Google Ads,Paid Search,Retargeting (Search),google / cpc,10358,521,646,491,196,12,12,5,4,3063.15,2503.63,
2025-10-23,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,18375,232,203,146,83,2,2,1,1,1580.07,525.15,
2025-10-23,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,23144,394,427,365,206,7,7,3,2,689.35,660.43,
2025-10-23,Organic Search,Organic Search,Local SEO,google / organic,382,23,275,222,135,16,16,9,7,0.0,3191.88,
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,19.19,133.75,Cleaning
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,36.81,1853.77,Crown
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.88,305.2,Extraction
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,2,31.22,416.69,Filling
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,20.73,610.19,Implant Consult
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,10.18,510.28,Ortho Consult
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.09,808.12,Root Canal
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.35,1461.73,Veneers
2025-10-23,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,40.12,585.26,Whitening
2025-10-24,Google Ads,Paid Search,Branded Search,google / cpc,19334,710,691,434,200,19,19,10,8,3724.43,4275.87,
2025-10-24,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,15271,172,187,148,74,2,2,1,1,786.16,392.97,
2025-10-24,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,35278,442,478,373,138,15,15,9,6,505.74,2364.49,
2025-10-24,Organic Search,Organic Search,Blog Content,google / organic,347,23,309,232,129,18,18,13,11,0.0,4665.47,
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,2,2,39.95,248.05,Cleaning
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,54.1,3599.58,Crown
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Extraction
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,28.81,525.27,Filling
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.87,632.16,Implant Consult
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.48,1240.9,Root Canal
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,24.27,1444.12,Veneers
2025-10-24,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,28.25,501.08,Whitening
2025-10-25,Google Ads,Paid Search,Retargeting (Search),google / cpc,14646,605,663,498,289,36,36,19,15,2382.13,6107.26,
2025-10-25,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,13507,191,178,123,72,0,0,0,0,1159.76,0.0,
2025-10-25,Meta Ads,Paid Social,Retargeting (Social),facebook / paid,22468,391,420,306,128,10,10,6,4,614.0,1874.51,
2025-10-25,Organic Search,Organic Search,Blog Content,google / organic,414,23,288,220,113,5,5,1,1,0.0,417.28,
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,5,5,4,3,41.9,438.12,Cleaning
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,25.15,1966.4,Crown
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,34.88,716.47,Extraction
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,5,5,3,3,60.28,878.83,Filling
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,36.6,1176.27,Implant Consult
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.7,320.47,Ortho Consult
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,24.96,2340.48,Root Canal
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,12.21,1876.54,Veneers
2025-10-25,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.95,316.52,Whitening
2025-10-26,Google Ads,Paid Search,Nonbrand Search,google / cpc,14310,651,611,407,154,25,25,13,11,1497.35,4779.83,
2025-10-26,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,13342,190,192,168,60,2,2,1,1,1427.49,413.94,
2025-10-26,Meta Ads,Paid Social,Lead Gen Form,facebook / paid,23172,489,424,338,125,6,6,4,3,1130.05,1072.94,
2025-10-26,Organic Search,Organic Search,Evergreen SEO,google / organic,443,27,277,183,73,12,12,8,6,0.0,2259.56,
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,2,7,7,6,4,75.67,962.64,Cleaning
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,6,6,4,3,43.12,2384.82,Crown
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,33.8,632.62,Extraction
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,20.99,234.95,Filling
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Implant Consult
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,4,4,3,2,38.11,863.5,Ortho Consult
2025-10-26,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,17.45,1709.64,Veneers
2025-10-27,Google Ads,Paid Search,Competitor Conquest,google / cpc,11784,509,580,421,245,16,16,7,5,1893.48,2092.28,
2025-10-27,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,12536,120,157,136,71,1,1,1,1,828.34,515.38,
2025-10-27,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,13673,312,376,273,128,7,7,3,3,845.56,1045.0,
2025-10-27,Organic Search,Organic Search,Blog Content,google / organic,371,23,262,213,123,10,10,5,4,0.0,1960.26,
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,35.29,395.0,Cleaning
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,2,5,5,4,4,95.61,4763.3,Crown
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.97,307.83,Extraction
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,39.25,471.57,Filling
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,22.04,777.68,Implant Consult
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,12.95,384.61,Ortho Consult
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,13.22,1515.21,Root Canal
2025-10-27,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,16.39,573.94,Whitening
2025-10-28,Google Ads,Paid Search,Nonbrand Search,google / cpc,14292,669,667,445,164,25,25,14,11,2059.69,5088.26,
2025-10-28,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,12670,167,175,122,48,1,1,1,1,1201.74,487.82,
2025-10-28,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,19058,310,397,263,134,11,11,6,5,401.22,2021.75,
2025-10-28,Organic Search,Organic Search,Blog Content,google / organic,469,25,258,222,100,11,11,6,5,0.0,1936.44,
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,21.21,1236.49,Crown
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.94,240.83,Filling
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,7,7,4,4,70.71,2437.02,Implant Consult
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Ortho Consult
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,15.58,1483.51,Root Canal
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Veneers
2025-10-28,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,34.17,673.76,Whitening
2025-10-29,Google Ads,Paid Search,Competitor Conquest,google / cpc,14803,710,715,469,194,18,18,9,7,3067.97,1886.08,
2025-10-29,LinkedIn Ads,Paid Social,Healthcare Leaders,linkedin / paid,13307,174,195,163,76,2,2,1,1,568.68,332.69,
2025-10-29,Meta Ads,Paid Social,Awareness Video,facebook / paid,21010,466,436,322,146,6,6,3,2,397.48,493.44,
2025-10-29,Organic Search,Organic Search,Evergreen SEO,google / organic,580,25,312,213,127,12,12,6,4,0.0,1011.55,
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,50.52,339.89,Cleaning
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,32.62,1537.12,Crown
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,17.66,639.57,Extraction
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,22.78,241.49,Filling
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,14.88,666.41,Implant Consult
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,18.44,359.82,Ortho Consult
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Root Canal
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,23.92,1693.17,Veneers
2025-10-29,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,15.98,291.65,Whitening
2025-10-30,Google Ads,Paid Search,Branded Search,google / cpc,24654,675,716,542,314,35,35,17,14,1805.14,5970.01,
2025-10-30,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,33733,233,199,167,92,2,2,1,1,1403.66,451.2,
2025-10-30,Meta Ads,Paid Social,Lead Gen Form,instagram / paid,24233,591,512,360,183,7,7,3,3,689.14,1239.01,
2025-10-30,Organic Search,Organic Search,Blog Content,google / organic,475,28,323,241,117,8,8,5,3,0.0,1308.82,
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,15.75,155.37,Cleaning
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,8.0,1061.52,Crown
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,11.54,241.25,Extraction
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,25.91,475.09,Filling
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,35.68,2318.46,Implant Consult
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,15.12,359.06,Ortho Consult
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,23.46,1334.71,Root Canal
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.72,894.79,Veneers
2025-10-30,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,41.43,552.17,Whitening
2025-10-31,Google Ads,Paid Search,Retargeting (Search),google / cpc,16529,559,755,517,285,19,19,11,9,2106.54,4851.28,
2025-10-31,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,8558,165,183,151,87,0,0,0,0,1086.91,0.0,
2025-10-31,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,42700,539,503,387,167,7,7,4,3,1488.25,1102.67,
2025-10-31,Organic Search,Organic Search,Blog Content,google / organic,615,35,325,219,89,14,14,7,6,0.0,2143.03,
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,6,6,4,3,52.38,330.98,Cleaning
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,25.09,217.49,Filling
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,3,3,2,1,14.19,608.84,Implant Consult
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,15.63,299.84,Ortho Consult
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,17.57,2301.37,Root Canal
2025-10-31,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,20.65,343.29,Whitening
2025-11-01,Google Ads,Paid Search,Retargeting (Search),google / cpc,24494,846,710,523,255,21,21,11,8,3753.8,4225.12,
2025-11-01,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,25722,193,193,160,61,3,3,2,1,1288.51,337.82,
2025-11-01,Meta Ads,Paid Social,Awareness Video,instagram / paid,22038,468,485,344,184,4,4,2,2,406.01,720.29,
2025-11-01,Organic Search,Organic Search,Blog Content,google / organic,450,21,311,267,126,20,20,13,9,0.0,3513.6,
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,8,8,1,8,8,7,6,182.15,840.68,Cleaning
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,44.29,1987.43,Crown
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,3,3,55.58,573.65,Filling
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,4,4,3,3,68.97,2082.09,Implant Consult
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,25.36,656.76,Ortho Consult
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,2,2,2,2,38.35,2214.07,Root Canal
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,17.91,1502.62,Veneers
2025-11-01,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,22.5,301.49,Whitening
2025-11-02,Google Ads,Paid Search,Retargeting (Search),google / cpc,16945,663,625,549,244,6,6,4,3,2585.96,1678.75,
2025-11-02,LinkedIn Ads,Paid Social,Employer Outreach,linkedin / paid,18496,202,194,151,56,2,2,1,1,1562.41,436.12,
2025-11-02,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,21923,433,415,303,120,10,10,5,4,539.47,2205.6,
2025-11-02,Organic Search,Organic Search,Blog Content,google / organic,338,21,276,188,112,12,12,6,4,0.0,2423.55,
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,6,6,5,4,76.2,738.99,Cleaning
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,15.85,1069.04,Crown
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,22.27,321.27,Extraction
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,13.09,248.94,Filling
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,0,4,4,3,2,43.35,1203.32,Implant Consult
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,16.08,273.41,Ortho Consult
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,19.35,1172.71,Root Canal
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,17.15,1258.93,Veneers
2025-11-02,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,1,1,1,1,13.41,267.59,Whitening
2025-11-03,Google Ads,Paid Search,Retargeting (Search),google / cpc,13495,549,627,539,268,11,11,6,4,1264.94,720.0,
2025-11-03,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,10875,149,163,102,43,4,4,2,1,1412.06,467.45,
2025-11-03,Meta Ads,Paid Social,Awareness Video,facebook / paid,20350,490,443,283,132,9,9,5,4,804.31,1703.97,
2025-11-03,Organic Search,Organic Search,Evergreen SEO,google / organic,680,29,266,179,65,8,8,6,5,0.0,1981.94,
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,1,7,7,4,3,42.72,576.47,Cleaning
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,55.04,2079.27,Crown
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,20.97,340.97,Extraction
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,3,3,2,1,21.13,248.48,Filling
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,35.78,1188.07,Ortho Consult
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,14.31,1224.1,Root Canal
2025-11-03,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,37.48,3080.72,Veneers
2025-11-04,Google Ads,Paid Search,Retargeting (Search),google / cpc,15265,731,647,470,216,28,28,16,13,2782.76,6095.76,
2025-11-04,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,19032,168,162,104,63,1,1,0,0,970.27,0.0,
2025-11-04,Meta Ads,Paid Social,Lookalike Patients,instagram / paid,19548,395,423,309,131,5,5,1,1,848.95,415.68,
2025-11-04,Organic Search,Organic Search,Evergreen SEO,google / organic,398,22,270,208,102,10,10,6,4,0.0,2469.83,
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,2,5,5,4,3,50.76,625.07,Cleaning
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,46.01,2227.02,Crown
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,40.14,586.91,Extraction
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,20.32,465.45,Filling
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,2,2,2,2,29.93,1231.83,Implant Consult
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,19.29,357.88,Ortho Consult
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,19.88,1094.42,Root Canal
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,1,1,1,1,14.61,1450.08,Veneers
2025-11-04,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,1,2,2,1,1,18.21,263.64,Whitening
2025-11-05,Google Ads,Paid Search,Retargeting (Search),google / cpc,12327,591,721,488,238,24,24,13,11,3050.0,3825.23,
2025-11-05,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,18374,197,196,160,83,2,2,1,1,1360.38,371.68,
2025-11-05,Meta Ads,Paid Social,Awareness Video,instagram / paid,25171,418,465,327,186,6,6,4,3,748.61,1551.02,
2025-11-05,Organic Search,Organic Search,Local SEO,google / organic,699,28,278,234,85,7,7,5,4,0.0,2027.6,
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,45.22,368.48,Cleaning
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,5,5,1,7,7,5,4,91.24,5157.17,Crown
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,52.77,528.06,Extraction
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,18.89,251.95,Filling
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,27.76,1341.5,Implant Consult
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,2,2,1,1,23.0,491.79,Ortho Consult
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,4,4,3,2,48.67,2260.0,Root Canal
2025-11-05,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,3,3,1,3,3,2,2,30.42,411.11,Whitening
2025-11-06,Google Ads,Paid Search,Nonbrand Search,google / cpc,20733,610,756,517,214,13,13,8,6,1937.34,2008.58,
2025-11-06,LinkedIn Ads,Paid Social,Clinic Partnerships,linkedin / paid,14828,168,208,129,75,2,2,1,1,1171.61,603.04,
2025-11-06,Meta Ads,Paid Social,Retargeting (Social),instagram / paid,25521,548,509,377,153,6,6,5,3,722.32,1200.16,
2025-11-06,Organic Search,Organic Search,Blog Content,google / organic,724,32,334,268,123,9,9,5,4,0.0,1897.41,
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,6,6,2,5,5,3,3,50.01,304.11,Cleaning
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,4,4,1,3,3,2,2,24.35,2495.65,Crown
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,1,1,0,1,1,1,1,19.0,229.11,Filling
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,3,3,2,1,23.55,536.2,Implant Consult
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,7,7,2,4,4,3,3,42.02,1685.42,Ortho Consult
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,0,0,0,0,0,0,0,0.0,0.0,Veneers
2025-11-06,Practice CRM,Practice CRM,CRM Intake,crm / internal,0,0,2,2,0,2,2,1,1,26.36,310.39,Whitening
